-5.019981215555228971e-02,-2.364305387786124757e-01,1.613203101278091189e+00
1.256621922531850066e-01,9.556482038912114674e-03,1.627139503431214607e+00
1.283502219479005502e-01,9.970809507626488336e-03,1.623017337367592239e+00
1.197474342086836396e-01,1.926980435644836884e-02,1.623570949062350444e+00
3.090093138948625806e-01,3.079611376738571882e-01,2.452805821909890049e+00
-4.984695780743673144e-01,-7.865039215842291043e-01,1.207578535208504000e+00
-7.923458229789137608e-01,-1.271008729290545036e-01,9.903262558720675734e-01
-7.375515096320146569e-01,-2.256787272357410334e-01,9.393912533155670541e-01
2.523801283472663082e-01,3.095931644441643482e-01,1.379253080373191942e+00
5.457444382432895952e-02,6.815494938221146048e-01,1.634355647123520550e+00
-5.189826263064521994e-01,1.467407160218816842e-01,1.346602159003386312e+00
-6.189372323225303951e-01,-1.523088040761863271e-01,8.411457035430373042e-01
-2.047805422359665617e-01,-5.465805242107002471e-01,8.676904368151808766e-01
2.927406414274317803e-01,-7.829454784759943831e-01,1.000670740575527740e+00
4.695783253518429068e-01,-8.017737901679605761e-01,1.103251443919518460e+00
